customer_id,birth_year,gender,income,credit,married,college_degree,region,state,star_rating,review_time,review_title,review_text
1088,1995,Male,182000,717.3119580272977,No,Yes,West,WY,5,"09 27, 2015",but I feel every outdoors man needs a survival product like this one,"Haven't used it, but I feel every outdoors man needs a survival product like this one."
1089,1979,Female,226000,798.4162170341814,No,Yes,West,CO,5,"12 21, 2014",Fits great and will last her for years!,"I gave this helmet to go along with a bike for a 2 year-old.  I really wanted to stress the importance of wearing a helmet at an early age so by the time she's older it's habit.  This helmet is great--it fit her small head now and it can adjust as she gets older.  It fits her comfortable and provides good coverage.  It seems very high quality and I would recommend this as a must-have for any bike, roller skates, skateboard, etc."
1090,1981,Male,136000,650.9004815617575,No,Yes,West,UT,,,,
1091,1971,Female,125000,763.1381125028099,No,Yes,West,UT,,,,
1092,1999,Other,77000,664.0009467720207,No,Yes,Midwest,MO,,,,
1093,1983,Male,195000,669.3679116685528,No,Yes,West,WA,,,,
1094,1971,Female,179000,606.2199622135797,Yes,Yes,West,OR,,,,
1095,1975,Male,137000,689.8414162018191,No,Yes,Northeast,VT,,,,
1096,1973,Other,112000,670.2261260204393,Yes,No,West,HI,,,,
1097,1976,Female,229000,650.1997094,Yes,Yes,Northeast,MA,,,,
1098,1977,Male,122000,686.3724999355883,No,No,Northeast,ME,,,,
1099,1992,Female,156000,563.8811227199798,No,Yes,West,CA,5,"09 6, 2016","High Quality, Low Price.....",This is great stuff.  High quality at a very good price.
1100,1983,Female,71000,659.0920684,No,Yes,West,AK,,,,
1101,1974,Female,211000,717.6729128755379,Yes,Yes,West,MT,5,"03 6, 2018",I love that it came with tackle box inserts that fit ...,My husband loves this bag! His old one was very worn out! This one has many pockets and he's always finding new places in it to place things. I love that it came with tackle box inserts that fit perfectly!
1102,1977,Female,216000,680.3968679123635,No,Yes,West,AK,,,,
1103,1974,Male,263000,763.9013893047274,Yes,Yes,West,HI,5,"07 22, 2016",Super fast bearings and the best price I've seen,I'm a rollerblader and also enjoy riding a long board. I wouldn't buy any other bearing. These about as fast as you can get and you really can't beat this price!!
1104,1962,Male,194000,808.0167812215154,Yes,Yes,West,WA,,,,
1105,1969,Male,186000,713.6900954141854,Yes,Yes,Northeast,ME,4,"07 12, 2014",Improved Bottle For Those On The Go,Brita Sport Water Filter system is really worth a 4 1/2 star rating because not only does it have all the great qualities of the Brita soft sided bottles  but it has been improved upon. It is even easier to get started using your bottles with the redesigned filter that has even less plastic going into our local land fills . These bottles have a bit more resistance to squeezing so they are great to put in a backpack without worrying about leaks. The redesign of the handle makes them easier to carry as well as pack. I like these bottles for on the go so much that I own all four colors now. I would highly recommend for people on the go who are looking for great tasting alternatives to buying expensive bottled water.
1106,1992,Male,266000,659.4585282924845,No,Yes,Northeast,ME,5,"02 17, 2015",Great case!,"Great case, tons of room!  I can fit two of my smaller guns in one slot (facing opposite directions) with included foam pieces stabilizing them."
1107,1999,Female,97000,579.4371325053887,No,Yes,West,CO,,,,
1108,1995,Female,61000,696.9861981041661,Yes,Yes,West,CO,4,"01 18, 2015",This is a good scope! My only disappointment was that I thought ...,"This is a good scope! My only disappointment was that I thought the Revenge was now being made in the USA by Leupold. It is, however, made in the Philippines! It is a decent scope for the money and looks good on my Marlin 336, I just prefer to buy US made products."
1109,1990,Female,127000,704.4044094579218,No,No,Northeast,NJ,,,,
1110,1991,Male,25000,597.9802593,Yes,No,West,NM,,,,
1111,1993,Female,208000,618.0677677243212,No,Yes,West,UT,,,,
1112,1991,Female,59000,667.5683616842248,No,Yes,Northeast,PA,5,"07 15, 2017",Excellent bottles!,"These are excellent bottles!  Extremely functional and sturdy.  I keep my fresh juices/smoothies in these and once out in public, it slipped and fell out on tile.  I thought for sure it would be smashed everywhere, but no!  It was perfect.  They store well in the fridge and are easy to clean although I use a bottle brush I already have.  The brush that comes with them is not so helpful."
1113,1999,Male,190000,660.5940154264667,Yes,Yes,Northeast,PA,5,"07 10, 2014",Five Stars,this is awesome
1114,1965,Male,80000,842.900393,Yes,No,South,FL,,,,
1115,1981,Male,27000,705.2245996,No,Yes,Northeast,NH,,,,
1116,1998,Other,98000,608.7844054628283,No,Yes,Northeast,NH,5,"12 14, 2015",Just what I needed,Bought this to test on my 1/2 marathon as I need something for my full marathon that is coming up. It is very comfortable and holds enough water and other things. This will be perfect.
1117,1970,Female,210000,646.2056956481193,Yes,Yes,West,NM,5,"10 12, 2014",The bike mount is easy to attach and stays in place,"The bike mount is easy to attach and stays in place.  It is easy to use my touch screen phone through the plastic, and the screen is clear so I can see my progress as I ride.  I love the fact that if it starts raining my phone is safe."
1118,1983,Male,259000,623.9664704634026,Yes,Yes,West,OR,,,,
1119,1976,Male,163000,632.9641018283664,No,Yes,West,UT,,,,
1120,1991,Other,137000,588.4356565187438,Yes,Yes,West,CO,,,,
1121,1977,Female,199000,748.4676897086883,No,Yes,West,AK,,,,
1122,1978,Female,96000,691.9080383385451,No,No,West,NV,4,"04 25, 2018",Four Stars,"Good quality, tight in the initial start but it gets better after a week or so."
1123,1991,Male,68000,550.1642713750521,Yes,No,Northeast,ME,,,,
1124,1975,Female,124000,674.4255024124451,No,Yes,Northeast,ME,,,,
1125,1993,Male,64000,763.9711228,No,Yes,Midwest,IA,,,,
1126,1999,Female,121000,638.5911355324686,No,Yes,Midwest,MO,4,"10 13, 2016",it won't make things like daylight but it's great when I'm riding on back ...,Use this and the tailing when riding early in the morning.  it won't make things like daylight but it's great when I'm riding on back roads with no lights what so ever.
1127,1968,Female,219000,702.6926655484784,Yes,Yes,West,WA,,,,
1128,1981,Female,46000,731.4940377866926,No,No,West,NV,,,,
1129,1974,Female,114000,708.6192616426621,Yes,Yes,West,MT,5,"06 21, 2017",Five Stars,Easy to put on and take off
1130,1990,Male,163000,711.3089726631578,Yes,No,South,DC,,,,
1131,1985,Female,73000,644.1750827540237,No,Yes,Northeast,NH,,,,
1132,1999,Male,53000,669.2145479723202,No,No,West,WA,3,"06 5, 2017",Three Stars,Meh' it does the job.
1133,1993,Female,53000,687.2477250671302,Yes,Yes,West,ID,,,,
1134,1975,Female,212000,731.9911818038315,No,Yes,West,CA,5,"10 23, 2015",I love it.,"I purchased this backpack to use for my commute to work on my bike., and I absolutely love it. It holds more than I thought it would and it is thin, lightweight and with the adjustable straps for your chest and one for your waist it stays snug to your back preventing it from moving or causing any extra wind drag. It is perfect for cycling so it should be for any other activities as well."
1135,1970,Other,120000,727.4362684530089,No,Yes,Northeast,MA,5,"05 23, 2013",one of my favs,i am mad at myself that i've waited until now to try these awesome shirts.  Very comfortable i expect to have one in every color.
1136,1974,Male,212000,696.4147688,Yes,Yes,West,UT,,,,
1137,1995,Male,50000,616.5643461102719,Yes,Yes,West,NV,,,,
1138,1974,Female,150000,676.1607529788965,Yes,No,West,CA,,,,
1139,1999,Female,293000,659.4436622834016,Yes,Yes,Northeast,NH,5,"05 25, 2016",Five Stars,Awesome wedge! Very nice topline profile and feel!
1140,1994,Other,149000,581.1830456717696,No,Yes,West,NV,,,,
1141,1994,Female,122000,708.7501077,No,Yes,West,NM,,,,
1142,1971,Female,168000,623.0000897742298,No,Yes,Midwest,IN,5,"09 24, 2014",Five Stars,I will order this prduct again meets my needs
1143,1999,Female,74000,586.6055416720836,No,Yes,West,WY,,,,
1144,1993,Female,220000,612.2871851,Yes,Yes,West,OR,5,"12 24, 2013",In my opinion (The Best Winter Coverings To Protect Your Hands),"These will warm up those cold hands they did for me anyway and my hands are very sensitive to the cold weather.
Easy to put on and easy to pull off i bought these in a size large and they fit perfect.
Like most people i have gone through a lot of mittens/gloves looking for that very special one that indeed does keep your hands warm.
I have found it in this Mitt.
What they say is true,mittens warm your hands better than gloves probably because all your fingers are touching instead of being separated.
These are made in China,pretty much like everything else is anymore but they do the job of keeping your hands warm.
While wearing these you can still handle a shovelful of snow without any problem.
They fit snug and they feel good,can't remember where i got mine i think through Ebay or a Catalog store.
Anyway having found these i won't be buying anymore gloves/mitts not unless these fall apart.
Not much chance of that happening these are very well made so i highly recommend these for the winter person out there or for anybody that has to deal with the COLD!
You also don't need liners or warmup packs with these."
1145,1998,Male,305000,609.3065563580865,No,Yes,West,UT,,,,
1146,1976,Male,191000,684.8258032191699,No,Yes,West,WA,,,,
1147,1999,Other,109000,429.1588809120409,Yes,No,West,AK,,,,
1148,1999,Male,56000,534.1415685944328,Yes,Yes,Northeast,VT,,,,
1149,1983,Male,46000,791.9137592619577,No,No,West,CO,4,"12 30, 2015",Great alternative to the expensive aids,"I  have used this for over a year and it works great. Yeah, the background noise is a bit much but for the price, this has carried me through my hearing loss as I have not been able to afford the superior hearing aids."
1150,1974,Female,185000,712.5772105661708,Yes,Yes,West,UT,,,,
1151,1994,Other,180000,621.7954558,No,Yes,Midwest,WI,,,,
1152,1975,Female,181000,731.4441675939677,No,Yes,West,ID,,,,
1153,1975,Female,172000,625.455599,No,Yes,South,NC,,,,
1154,1997,Female,94000,658.4303875977101,No,No,West,CA,5,"01 28, 2018",Best investment,I love my hydro flask! It keeps my water freezing cold for a full 24 hours! I highly recommend this bottle to everyone!!
1155,1999,Male,149000,527.4712245472707,Yes,No,South,MS,,,,
1156,1972,Female,150000,693.2917427646298,Yes,Yes,West,MT,,,,
1157,1993,Female,217000,656.4724750050505,No,Yes,West,NV,,,,
1158,1968,Other,142000,718.5239977261435,Yes,No,South,AL,,,,
1159,1967,Male,150000,715.2474254055329,Yes,Yes,West,HI,,,,
1160,1972,Male,296000,708.7174320028012,Yes,Yes,Northeast,NY,5,"10 23, 2016","Looks Cheap, But Works",It works for me. I'm a chunky fella so with my big shirts i can conceal just fine but a skinny fella i think it would be noticeable. It looks cheap but that don't bother me. My Glock 30 fits great not loose (a Glock 30S is loose but works) and easy to draw.
1161,1995,Female,54000,548.9901233744855,No,Yes,Northeast,VT,,,,
1162,1972,Male,208000,651.8939664749776,No,Yes,Northeast,NJ,,,,
1163,1991,Male,81000,464.0577443370771,Yes,No,South,MS,,,,
1164,1998,Male,120000,651.1831640770255,No,Yes,West,NV,5,"07 27, 2013",I like this harness...,...a lot!  The smaller size is perfect for my Trinovids.  Gets rid of the floppy binos while keeping them easy to access and deploy.  Even wear them in conjunction with a Drago backpack without feeling encumbered with gear.  Very good product in my opinion.  Make sure you order the right size.
1165,1984,Male,77000,670.9827178869938,Yes,No,Northeast,PA,5,"04 4, 2018",Out-Of-Production Knife New In Box!,"I have a small collection of SOG Knives and like all of them very much. The Daggert is no exception. It is a very well-made knife, just the right size for my taste. Since I know they have been out-of-production for awhile I realize they are getting harder to come by. I searched the internet and Amazon was the best price I could find for a new, in-the-box Daggert. Thanks, Amazon!"
1166,1970,Female,69000,729.4439902461063,No,Yes,West,HI,4,"01 15, 2016",Serves its purpose,A little unstable. I'm sure to be careful so I don't injure myself. Looks cheap like something you would find at Biglots. It does serve its purpose.  But if you can spend more I would recommend something else.
1167,1971,Male,216000,688.0848730314532,Yes,Yes,West,NM,,,,
1168,1986,Other,293000,600.0466219668081,No,Yes,Northeast,PA,5,"12 8, 2014",Great for small pistols,Perfect for cleaning my Taurus PT25
1169,1992,Male,163000,582.9695310255895,No,Yes,West,OR,,,,
1170,1979,Female,150000,589.8289096180813,Yes,Yes,West,WA,,,,
1171,1996,Female,95000,565.2272255434698,Yes,Yes,Northeast,RI,,,,
1172,1980,Male,210000,668.9089076948959,No,Yes,Northeast,VT,,,,
1173,1978,Male,185000,654.5906188745118,No,No,West,OR,,,,
1174,1965,Male,146000,684.7049983189125,Yes,Yes,Northeast,MA,,,,
1175,1980,Male,197000,639.9618318978272,Yes,Yes,West,MT,,,,
1176,1995,Female,22000,677.2431755372346,No,No,South,WV,,,,
1177,1976,Other,233000,799.8344326444582,No,No,South,NC,,,,
1178,1983,Other,35000,740.5926800873634,No,Yes,West,CO,3,"07 17, 2016",Three Stars,all is good
1179,1986,Male,80000,679.6164956786224,No,Yes,West,NV,,,,
1180,1993,Male,93000,716.6871891045852,Yes,Yes,West,ID,,,,
1181,1991,Other,148000,669.1168928750452,No,Yes,West,MT,,,,
1182,1967,Female,129000,715.1861336298997,Yes,Yes,Northeast,VT,,,,
1183,1988,Female,37000,630.9505713783016,Yes,No,South,DC,,,,
1184,1989,Other,222000,677.6662151288958,Yes,Yes,Northeast,ME,5,"07 22, 2016",Five Stars,Bought it for my dad and he likes it
1185,1997,Female,50000,685.0776749,Yes,Yes,Northeast,PA,,,,
1186,1976,Male,172000,488.4529702317601,No,No,West,HI,5,"01 26, 2015",Id like to see something that doesnt require piercing the fish's ...,Does what it says it will do. Id like to see something that doesnt require piercing the fish's lip but these are great.
1187,1983,Male,105000,681.5773498492591,No,Yes,West,OR,,,,
1188,1985,Female,43000,661.7766932936548,No,No,Midwest,IA,,,,
1189,1971,Female,33000,724.1613077821615,Yes,No,Midwest,IN,,,,
1190,1977,Female,142000,768.5504638272466,No,No,Northeast,MA,,,,
1191,1990,Female,164000,744.4418081937642,No,No,Midwest,MI,,,,
1192,1998,Male,24000,649.9455073673732,Yes,Yes,West,NM,,,,
1193,1989,Female,44000,630.1297774739271,No,Yes,West,WA,,,,
1194,1974,Female,135000,671.6665081,No,Yes,Midwest,ND,5,"11 14, 2014",Excellent Product Overall!!!,Excellent Product Overall!!!
1195,1972,Female,88000,718.1113987,Yes,No,West,CA,5,"02 9, 2015",Fun!,My own little garage-shooting range!
1196,1976,Male,83000,613.5224970199774,No,No,West,NV,,,,
1197,1987,Male,122000,683.8433506302686,No,Yes,Northeast,PA,,,,
1198,1984,Female,87000,660.2704201674572,No,Yes,West,ID,,,,
1199,1962,Female,110000,726.2777538476446,Yes,No,West,AZ,5,"07 2, 2010",Excellent,"My teen tried on every swim trunk style he could at the local stores and decided he liked Speedo the best, but the stores didn't carry it in small.  Good old amazon had the Classic Blue in small. It looks great and fits, thanks for carrying it in our size amazon!"
1200,1991,Male,228000,622.6284462919303,Yes,Yes,West,UT,5,"07 20, 2010",Ideal for my purposes,"I live in Northern California and I have a pair of heavy duty booties for when I surf.  When I bodyboard, however, the booties won't work with my fins.  This product is very thin, allowing me to fit my fins, but they also make the freezing Norcal waters tolerable.

I'm sure they would wear through very quickly if I walked on dry land with them--which I don't.

Even in warmer climes, the socks would provide improved comfort when wearing fins.  The material is very flexible and much more comfortable than my booties.  In fact, I may begin wearing them when I go surfing as well.

Perfect for my needs."
1201,1983,Female,159000,737.0833220375732,No,Yes,West,AZ,4,"02 21, 2018",So far so good.,"So far so good.  I only use this type of product to carry to the gym or when I can't use a belt.  It seems to work fine, although I am a bit worried about the elastic holster.  Since I would use this for both a Glock 30 and a Glock 43 (medium works well for both - although for the G30 it's a bit tight) I'm worried that the elastic will stretch out in time.  But for now it's a good product."
1202,1988,Female,154000,581.8497876,No,Yes,Midwest,NE,5,"07 6, 2016",Five Stars,tastes like childhood
1203,1975,Male,177000,736.7922677915856,Yes,Yes,West,UT,,,,
1204,1957,Female,84000,816.6335153202231,Yes,No,South,WV,,,,
1205,1976,Female,197000,600.1073133359731,No,Yes,Northeast,NJ,5,"11 14, 2017",Outstanding product. Used 1000s of time and still working ...,Outstanding product.  Used 1000s of time and still working as new.  Have in .45 and 9mm as well.
1206,1977,Male,181000,646.5472217814822,No,Yes,Midwest,IN,,,,
1207,1970,Female,164000,603.4459062,Yes,Yes,Northeast,ME,,,,
1208,1975,Male,226000,632.6288984541874,No,Yes,Northeast,NJ,,,,
1209,1971,Female,231000,739.8799796,Yes,Yes,West,HI,,,,
1210,1995,Male,134000,618.4237082620499,Yes,Yes,Northeast,NY,,,,
1211,1974,Female,178000,747.6655725791078,No,Yes,West,NM,,,,
1212,1958,Male,179000,779.0523816797704,Yes,Yes,West,WY,,,,
1213,1991,Male,161000,676.8143343748596,No,Yes,Northeast,VT,,,,
